TARGET,SK_ID_CURR,DAYS_BIRTH,DAYS_EMPLOYED,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,DAYS_LAST_PHONE_CHANGE,NAME_INCOME_TYPE_Working,NAME_EDUCATION_TYPE_Higher education,DAYS_EMPLOYED_PERC,BURO_DAYS_CREDIT_MIN,BURO_DAYS_CREDIT_MEAN,BURO_DAYS_CREDIT_UPDATE_MEAN,PREV_NAME_CONTRACT_STATUS_Approved_MEAN,PREV_NAME_CONTRACT_STATUS_Refused_MEAN,PREV_CODE_REJECT_REASON_SCOFR_MEAN,PREV_CODE_REJECT_REASON_XAP_MEAN,PREV_NAME_PRODUCT_TYPE_walk-in_MEAN,CC_CNT_DRAWINGS_CURRENT_MAX
1.0,100002.0,-9461.0,-637.0,2.0,2.0,0.0830369673913225,0.2629485927471776,0.1393757800997895,-1134.0,1.0,0.0,0.0673290349857309,-1437.0,-874.0,-499.875,1.0,0.0,0.0,1.0,0.0,3.0
0.0,100003.0,-16765.0,-1188.0,1.0,1.0,0.3112673113812225,0.6222457752555098,0.5334816299804352,-828.0,0.0,1.0,0.0708619147032508,-2586.0,-1400.75,-816.0,1.0,0.0,0.0,1.0,0.0,3.0
0.0,100004.0,-19046.0,-225.0,2.0,2.0,0.5061548086628039,0.5559120833904428,0.7295666907060153,-815.0,1.0,0.0,0.0118135041478525,-1326.0,-867.0,-532.0,1.0,0.0,0.0,1.0,0.0,3.0
0.0,100006.0,-19005.0,-3039.0,2.0,2.0,0.5061548086628039,0.6504416904014653,0.5334816299804352,-617.0,1.0,0.0,0.1599052880820836,-1827.0,-1050.571428571429,-481.8333333333333,0.5555555555555556,0.1111111111111111,0.0,0.8888888888888888,0.0,0.0
0.0,100007.0,-19932.0,-3038.0,2.0,2.0,0.5061548086628039,0.3227382869704046,0.5334816299804352,-1106.0,1.0,0.0,0.1524182219546458,-1149.0,-1149.0,-783.0,1.0,0.0,0.0,1.0,0.1666666666666666,3.0
0.0,100008.0,-16941.0,-1588.0,2.0,2.0,0.5061548086628039,0.3542247319929012,0.6212263380626669,-2536.0,0.0,0.0,0.0937370875391063,-1097.0,-757.3333333333334,-611.0,0.8,0.0,0.0,1.0,0.0,3.0
0.0,100009.0,-13778.0,-3130.0,2.0,2.0,0.7747614130547695,0.7239998516953141,0.4920600938649263,-1562.0,0.0,1.0,0.2271737552620119,-2882.0,-1271.5,-851.6111111111111,1.0,0.0,0.0,1.0,0.0,3.0
0.0,100010.0,-18850.0,-449.0,3.0,3.0,0.5061548086628039,0.7142792864482229,0.5406544504453575,-1070.0,0.0,1.0,0.0238196286472148,-2741.0,-1939.5,-578.0,1.0,0.0,0.0,1.0,0.0,3.0
0.0,100011.0,-20099.0,-1648.0,2.0,2.0,0.5873340468730377,0.2057472880073281,0.7517237147741489,0.0,0.0,0.0,0.118732727990525,-2508.0,-1773.0,-1454.75,0.75,0.25,0.0,0.75,0.25,4.0
0.0,100012.0,-14469.0,-2019.0,2.0,2.0,0.5061548086628039,0.7466436294590924,0.5334816299804352,-1673.0,1.0,0.0,0.1395397055774414,-1827.0,-1050.571428571429,-481.8333333333333,0.75,0.0,0.0,1.0,0.0,3.0
0.0,100014.0,-10197.0,-679.0,2.0,2.0,0.3197601716755032,0.6518623334244781,0.363945238612397,-844.0,1.0,1.0,0.0665882122192801,-2308.0,-1095.375,-615.875,1.0,0.0,0.0,1.0,0.0,3.0
0.0,100015.0,-20417.0,-1648.0,2.0,2.0,0.7220444501416448,0.5551831615131809,0.6528965519806539,-2396.0,0.0,0.0,0.118732727990525,-1409.0,-947.75,-551.25,1.0,0.0,0.0,1.0,0.0,3.0
0.0,100016.0,-13439.0,-2717.0,2.0,2.0,0.4648311169632833,0.7150418188660659,0.1766525794312139,-2370.0,1.0,0.0,0.2021727807128506,-1634.0,-618.4285714285714,-405.8571428571428,1.0,0.0,0.0,1.0,0.0,3.0
0.0,100017.0,-14086.0,-3028.0,2.0,2.0,0.5061548086628039,0.5669066132460429,0.7700870700124128,-4.0,1.0,0.0,0.2149652136873491,-2881.0,-1944.3333333333333,-1594.3333333333333,1.0,0.0,0.0,1.0,0.0,3.0
0.0,100018.0,-14583.0,-203.0,2.0,1.0,0.7219397686622343,0.6426562048311103,0.5334816299804352,-188.0,1.0,0.0,0.0139203181787012,-1827.0,-1050.571428571429,-481.8333333333333,1.0,0.0,0.0,1.0,0.0,3.0
0.0,100019.0,-8728.0,-1157.0,3.0,3.0,0.1156343372622997,0.34663398139668,0.6785676886853644,-925.0,1.0,0.0,0.1325618698441796,-495.0,-495.0,-26.5,1.0,0.0,0.0,1.0,0.0,3.0
0.0,100020.0,-12931.0,-1317.0,2.0,2.0,0.5061548086628039,0.2363778398884225,0.0621030378372968,-3.0,1.0,0.0,0.1018482715953909,-492.0,-261.5,-130.75,1.0,0.0,0.0,1.0,0.0,3.0
0.0,100021.0,-9776.0,-191.0,2.0,2.0,0.5061548086628039,0.6835133461914255,0.5334816299804352,-2811.0,1.0,0.0,0.0195376432078559,-1827.0,-1050.571428571429,-481.8333333333333,1.0,0.0,0.0,1.0,0.0,0.0
0.0,100022.0,-17718.0,-7804.0,1.0,1.0,0.5061548086628039,0.7064284028871654,0.5567274263630174,-239.0,1.0,0.0,0.440456033412349,-385.0,-337.0,-28.0,1.0,0.0,0.0,1.0,0.0,3.0
0.0,100023.0,-11348.0,-2038.0,2.0,2.0,0.5061548086628039,0.5866171400119664,0.4776491548517548,-1850.0,0.0,1.0,0.1795911173775114,-2624.0,-1164.3846153846157,-634.0769230769231,1.0,0.0,0.0,1.0,0.25,0.0
0.0,100024.0,-18252.0,-4286.0,2.0,2.0,0.5656548824667073,0.113374512719927,0.5334816299804352,-296.0,1.0,0.0,0.2348235809774271,-1827.0,-1050.571428571429,-481.8333333333333,1.0,0.0,0.0,1.0,0.0,3.0
0.0,100025.0,-14815.0,-1652.0,2.0,2.0,0.4377090198475417,0.2337669575081463,0.5424451438613613,0.0,0.0,0.0,0.1115086061424232,-700.0,-700.0,-49.0,0.875,0.0,0.0,1.0,0.0,3.0
0.0,100026.0,-11146.0,-4306.0,3.0,2.0,0.5061548086628039,0.457142971588935,0.3589512285783967,-468.0,1.0,0.0,0.3863269334290328,-1644.0,-679.0,-314.6666666666667,0.6666666666666666,0.0,0.0,1.0,0.0,3.0
0.0,100027.0,-24827.0,-1648.0,3.0,3.0,0.5061548086628039,0.6243047373592765,0.6690566947824041,-795.0,0.0,0.0,0.118732727990525,-1983.0,-793.0,-600.6666666666666,0.5,0.25,0.0,0.75,0.0,3.0
0.0,100029.0,-11286.0,-746.0,2.0,2.0,0.5061548086628039,0.7861793090532118,0.5656079814115492,-4.0,1.0,0.0,0.0660995924153819,-2806.0,-1416.75,-1041.75,1.0,0.0,0.0,1.0,0.0,3.0
0.0,100030.0,-19334.0,-3494.0,2.0,2.0,0.5619484093041138,0.6514056365297631,0.4614823912998385,0.0,1.0,0.0,0.1807179062790938,-1547.0,-930.8333333333334,-411.1666666666667,0.1666666666666666,0.8333333333333334,0.0,0.1666666666666666,0.0,3.0
1.0,100031.0,-18724.0,-2628.0,3.0,2.0,0.5061548086628039,0.5484771599678789,0.190705947811054,-161.0,1.0,0.0,0.1403546250801111,-1365.0,-579.5714285714286,-266.2857142857143,1.0,0.0,0.0,1.0,0.0,3.0
0.0,100032.0,-15948.0,-1234.0,2.0,2.0,0.5061548086628039,0.5411237022695412,0.6594055320683344,-2.0,1.0,0.0,0.0773764735390017,-1389.0,-1071.0,-436.75,1.0,0.0,0.0,1.0,0.0,3.0
0.0,100033.0,-9994.0,-1796.0,1.0,1.0,0.6003959050009468,0.6850109901296888,0.524496446363472,-849.0,0.0,1.0,0.1797078246948169,-195.0,-195.0,-169.0,1.0,0.0,0.0,1.0,0.0,3.0
0.0,100034.0,-10341.0,-1010.0,2.0,2.0,0.2979135090150507,0.5027790378786304,0.5334816299804352,-599.0,1.0,1.0,0.0976694710376172,-1827.0,-1050.571428571429,-481.8333333333333,1.0,0.0,0.0,1.0,0.5,3.0
0.0,100035.0,-15280.0,-2668.0,2.0,2.0,0.5061548086628039,0.479987342189869,0.4101025731788671,-1634.0,0.0,0.0,0.1746073298429319,-2723.0,-1399.3333333333333,-915.3333333333334,0.3636363636363636,0.3636363636363636,0.0,0.6363636363636364,0.0454545454545454,3.0
0.0,100036.0,-11144.0,-1104.0,2.0,2.0,0.2744223724911185,0.6273004007953609,0.5334816299804352,-397.0,1.0,0.0,0.0990667623833453,-889.0,-889.0,-519.0,0.25,0.375,0.0,0.625,0.125,0.0
0.0,100037.0,-12974.0,-4404.0,2.0,2.0,0.5061548086628039,0.5594667916353414,0.7981372313187245,-2766.0,1.0,0.0,0.3394481270232773,-2761.0,-1812.875,-1544.625,0.6,0.4,0.0,0.6,0.0,3.0
0.0,100039.0,-11694.0,-2060.0,2.0,2.0,0.5061548086628039,0.3217448956617718,0.4118485559242397,-697.0,0.0,0.0,0.1761587138703608,-1485.0,-641.4444444444445,-372.1111111111111,0.75,0.0,0.0,1.0,0.25,3.0
0.0,100040.0,-15997.0,-4585.0,2.0,2.0,0.5061548086628039,0.1724975081477771,0.5334816299804352,-3019.0,0.0,1.0,0.2866162405451022,-1827.0,-1050.571428571429,-481.8333333333333,1.0,0.0,0.0,1.0,0.0,3.0
0.0,100041.0,-12158.0,-1275.0,2.0,2.0,0.5061548086628039,0.6631580756296298,0.6785676886853644,-1285.0,1.0,1.0,0.1048692219114986,-2890.0,-1292.5384615384614,-992.8461538461538,1.0,0.0,0.0,1.0,0.0,3.0
0.0,100043.0,-17199.0,-768.0,2.0,2.0,0.8427634659543568,0.6816988025574287,0.7544061731797895,-2411.0,0.0,0.0,0.0446537589394732,-2639.0,-1904.0,-1320.0,0.4444444444444444,0.5555555555555556,0.0,0.4444444444444444,0.0,10.0
0.0,100044.0,-21077.0,-1288.0,2.0,2.0,0.8045861213121414,0.7197985370372056,0.722392890081304,-1541.0,1.0,0.0,0.0611092660245765,-2729.0,-1552.090909090909,-876.1818181818181,1.0,0.0,0.0,1.0,0.0,3.0
0.0,100045.0,-23920.0,-1648.0,2.0,2.0,0.5061548086628039,0.6507647995068742,0.7517237147741489,0.0,0.0,0.0,0.118732727990525,-733.0,-554.0,-359.6666666666667,1.0,0.0,0.0,1.0,0.0,3.0
0.0,100046.0,-16126.0,-1761.0,2.0,2.0,0.5061548086628039,0.7380532835697358,0.6058362647264226,-540.0,1.0,1.0,0.1092025300756542,-2653.0,-1493.25,-647.75,0.5,0.5,0.0,0.5,1.0,3.0
1.0,100047.0,-17482.0,-1262.0,2.0,2.0,0.5061548086628039,0.306840586048305,0.3201633668633456,-1075.0,0.0,0.0,0.0721885367806887,-2055.0,-1104.8,-444.6,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0
0.0,100048.0,-16971.0,-475.0,2.0,2.0,0.5061548086628039,0.0373152355612163,0.5334816299804352,-458.0,1.0,0.0,0.0279889222791821,-75.0,-75.0,-61.0,0.75,0.0,0.0,1.0,0.25,2.0
1.0,100049.0,-13384.0,-3597.0,3.0,3.0,0.4682080567974757,0.6742032101473874,0.3996756156233169,-1480.0,1.0,0.0,0.268753735803945,-2179.0,-819.1428571428571,-374.2857142857143,1.0,0.0,0.0,1.0,0.0,12.0
0.0,100050.0,-23548.0,-1648.0,2.0,2.0,0.5061548086628039,0.7661378050275851,0.6848276586890367,-491.0,0.0,1.0,0.118732727990525,-2702.0,-2025.0,-1107.3333333333333,0.6666666666666666,0.0,0.0,1.0,0.0,0.0
0.0,100051.0,-9827.0,-758.0,2.0,2.0,0.5061548086628039,0.6315186311742824,0.5334816299804352,-556.0,1.0,0.0,0.0771344255622265,-1827.0,-1050.571428571429,-481.8333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,3.0
0.0,100052.0,-7974.0,-895.0,2.0,2.0,0.5061548086628039,0.535542260363498,0.5334816299804352,-462.0,1.0,0.0,0.1122397792826686,-1827.0,-1050.571428571429,-481.8333333333333,1.0,0.0,0.0,1.0,0.0,3.0
0.0,100053.0,-20373.0,-1648.0,2.0,2.0,0.5061548086628039,0.2476647173356162,0.475849908720221,-649.0,0.0,0.0,0.118732727990525,-2893.0,-2337.875,-1093.75,0.4,0.2,0.0,0.8,0.2,3.0
0.0,100054.0,-20121.0,-5332.0,2.0,2.0,0.5061548086628039,0.0892406534424171,0.7281412993111438,-1247.0,1.0,0.0,0.2649967695442572,-1483.0,-1310.5,-578.0,0.8,0.2,0.0,0.8,0.0,3.0
0.0,100055.0,-19727.0,-4411.0,3.0,3.0,0.7104273289168539,0.5891866296961207,0.4668640059537032,-784.0,0.0,0.0,0.2236021696152481,-2202.0,-876.8571428571429,-288.0,1.0,0.0,0.0,1.0,0.0,3.0
0.0,100056.0,-18264.0,-9523.0,2.0,2.0,0.5061548086628039,0.5239340474953537,0.5334816299804352,-1498.0,1.0,0.0,0.5214082347787998,-1827.0,-1050.571428571429,-481.8333333333333,1.0,0.0,0.0,1.0,0.0,3.0
